time,dcBusVoltage
12.931, 122.5999985
13.04, 122.5
13.149, 122.5
13.256, 122.5999985
13.365, 122.5
13.474, 122.5
13.584, 122.5
13.69, 122.5
13.799, 122.5
13.909, 122.5
14.018, 122.5999985
14.124, 122.5
14.228, 122.5
14.337, 122.5999985
14.444, 122.5999985
14.553, 122.5
14.662, 122.5
14.772, 122.5
14.881, 122.5
14.987, 122.5
15.094, 122.5999985
15.2, 122.5999985
15.31, 122.5999985
15.419, 122.5
15.526, 122.5
15.635, 122.5
15.744, 122.5
15.85, 122.5
15.957, 122.5
16.064, 122.5
16.173, 122.5
16.282, 122.5
16.389, 122.5999985
16.498, 122.5
16.607, 122.5
16.716, 122.5
16.826, 122.5
16.935, 122.5
17.041, 122.5999985
17.151, 122.5
17.26, 122.5999985
17.367, 122.5
17.478, 122.5
17.585, 122.5
17.694, 122.5
17.804, 122.5999985
17.91, 122.5
18.016, 122.5999985
18.123, 122.5
18.23, 122.5
18.339, 122.5
18.448, 122.5
18.557, 122.5
18.666, 122.5999985
18.776, 122.5
18.879, 122.5
18.989, 122.5
19.095, 122.5
19.205, 122.5999985
19.311, 122.5
19.418, 122.5
19.53, 122.5999985
19.639, 122.5
19.745, 122.5
19.852, 122.5999985
19.961, 122.5
20.068, 122.5999985
20.174, 122.5
20.283, 122.5
20.393, 122.5
20.502, 122.5
20.611, 122.5
20.72, 122.5999985
20.83, 122.5999985
20.936, 122.5
21.045, 122.5
21.155, 122.5999985
21.264, 122.5
21.373, 122.5
21.48, 122.5
21.589, 122.5
21.698, 122.5999985
21.805, 122.5999985
21.908, 122.5
22.018, 122.5
22.124, 122.5999985
22.233, 122.5
22.343, 122.5
22.452, 122.5
22.561, 122.5
22.668, 122.5
22.774, 122.5
22.881, 122.5
22.99, 122.5
23.099, 122.5
23.206, 122.5
23.315, 122.5
23.424, 122.5999985
23.531, 122.5
23.638, 122.5
23.744, 122.5
23.853, 122.5
23.96, 122.5999985
24.069, 122.5
24.178, 122.5999985
24.287, 122.5999985
24.397, 122.5
24.506, 122.5
24.615, 122.5
24.724, 122.5
24.831, 122.5
24.94, 122.5999985
25.049, 122.5999985
25.159, 122.5
25.265, 122.5
25.374, 122.5
25.484, 122.5999985
25.593, 122.5999985
25.697, 122.5
25.803, 122.5
25.912, 122.5
26.019, 122.5999985
26.128, 122.5
26.235, 122.5
26.347, 122.5999985
26.456, 122.5
26.563, 122.5999985
26.669, 122.5
26.776, 122.5
26.885, 122.5999985
26.994, 122.5
27.101, 122.5
27.21, 122.5
27.319, 122.5
27.428, 122.5999985
27.538, 122.5
27.647, 122.5
27.753, 122.5999985
27.863, 122.5
27.972, 122.5
28.079, 122.5
28.182, 122.5999985
28.291, 122.5
28.401, 122.5999985
28.51, 122.5999985
28.617, 122.5999985
28.726, 122.5999985
28.835, 122.5
28.942, 122.5
29.051, 122.5
29.16, 122.5999985
29.269, 122.5999985
29.378, 122.5
29.485, 122.5
29.591, 122.5
29.701, 122.5
29.81, 122.5999985
29.919, 122.5
30.023, 122.5
30.132, 122.5
30.242, 122.5
30.348, 122.5999985
30.455, 122.5
30.561, 122.5
30.668, 122.5
30.777, 122.5999985
30.886, 122.5999985
30.995, 122.5
31.105, 122.5
31.214, 122.5999985
31.318, 122.5
31.427, 122.5
31.534, 122.5
31.643, 122.5
31.749, 122.5
31.856, 122.5999985
31.968, 122.5
32.077, 122.5
32.186, 122.5999985
32.295, 122.5999985
32.405, 122.5
32.511, 122.5999985
32.62, 122.5
32.73, 122.5
32.839, 122.5
32.946, 122.5
33.055, 122.5999985
33.164, 122.5999985
33.273, 122.5
33.38, 122.5
33.483, 122.5
33.593, 122.5
33.699, 122.5
33.809, 122.5
33.918, 122.5
34.025, 122.5999985
34.136, 122.5999985
34.243, 122.5
34.347, 122.5999985
34.456, 122.5
34.562, 122.5999985
34.672, 122.5
34.781, 122.5
34.89, 122.5999985
34.999, 122.5999985
35.106, 122.5
35.212, 122.5999985
35.322, 122.5
35.426, 122.5999985
35.535, 122.5
35.644, 122.5
35.753, 122.5
35.862, 122.5
35.972, 122.5
36.081, 122.5
36.19, 122.5999985
36.297, 122.5999985
36.406, 122.5
36.515, 122.5
36.622, 122.5
36.734, 122.5
36.84, 122.5999985
36.949, 122.5
37.059, 122.5
37.166, 122.5
37.272, 122.5
37.378, 122.5999985
37.485, 122.5
37.594, 122.5
37.703, 122.5
37.813, 122.5999985
37.922, 122.5999985
38.031, 122.5
38.135, 122.5
38.244, 122.5
38.351, 122.5
38.46, 122.5
38.567, 122.5999985
38.673, 122.5
38.785, 122.5999985
38.894, 122.5999985
39.001, 122.5
39.107, 122.5
39.216, 122.5
39.32, 122.5
39.429, 122.5
39.539, 122.5
39.648, 122.5
39.757, 122.5999985
39.866, 122.5
39.976, 122.5999985
40.085, 122.5999985
40.191, 122.5
40.301, 122.5
40.41, 122.5
40.519, 122.5
40.629, 122.5
40.735, 122.5999985
40.844, 122.5
40.954, 122.5
41.06, 122.5
41.164, 122.5
41.273, 122.5
41.38, 122.5
41.489, 122.5999985
41.598, 122.5
41.707, 122.5999985
41.817, 122.5999985
41.923, 122.5
42.03, 122.5999985
42.136, 122.5
42.245, 122.5
42.355, 122.5
42.461, 122.5
42.57, 122.5
42.68, 122.5
42.786, 122.5
42.893, 122.5
43.002, 122.5999985
43.108, 122.5
43.215, 122.5
43.324, 122.5
43.434, 122.5
43.543, 122.5
43.652, 122.5
43.761, 122.5
43.871, 122.5
43.98, 122.5
44.086, 122.5999985
44.196, 122.5
44.305, 122.5999985
44.414, 122.5999985
44.52, 122.5
44.63, 122.5
44.739, 122.5999985
44.848, 122.5
44.952, 122.5
45.059, 122.5999985
45.168, 122.5
45.275, 122.5999985
45.384, 122.5
45.49, 122.5
45.602, 122.5
45.711, 122.5
45.818, 122.5999985
45.924, 122.5
46.031, 122.5
46.141, 122.5999985
46.249, 122.5
46.356, 122.5
46.465, 122.5
46.574, 122.5
46.681, 122.5
46.787, 122.5
46.894, 122.5
47.003, 122.5999985
47.113, 122.5
47.219, 122.5
47.328, 122.5
47.438, 122.5999985
47.547, 122.5
47.656, 122.5
47.765, 122.5
47.872, 122.5
47.981, 122.5
48.09, 122.5
48.2, 122.5
48.309, 122.5
48.415, 122.5
48.525, 122.5
48.634, 122.5999985
48.74, 122.5
48.844, 122.5999985
48.953, 122.5
49.06, 122.5
49.167, 122.5
49.279, 122.5
49.388, 122.5
49.497, 122.5
49.604, 122.5
49.71, 122.5
49.817, 122.5999985
49.923, 122.5
50.032, 122.5999985
50.142, 122.5
50.251, 122.5
50.36, 122.5999985
50.469, 122.5999985
50.573, 122.5
50.682, 122.5
50.789, 122.5
50.895, 122.5
51.005, 122.5
51.111, 122.5
51.223, 122.5999985
51.332, 122.5
51.442, 122.5
51.551, 122.5
51.66, 122.5
51.767, 122.5
51.876, 122.5
51.985, 122.5
52.094, 122.5
52.201, 122.5999985
52.31, 122.5
52.419, 122.5999985
52.529, 122.5
52.635, 122.5
52.739, 122.5
52.848, 122.5
52.955, 122.5
53.064, 122.5999985
53.173, 122.5999985
53.28, 122.5
53.392, 122.5
53.498, 122.5
53.602, 122.5
53.711, 122.5999985
53.82, 122.5
53.929, 122.5
54.038, 122.5
54.145, 122.5
54.257, 122.5
54.366, 122.5
54.475, 122.5
54.585, 122.5
54.694, 122.4000015
54.801, 122.4000015
54.892, 122.5
55.001, 122.4000015
55.107, 122.4000015
55.216, 122.4000015
55.328, 122.4000015
55.438, 122.4000015
55.547, 122.4000015
55.656, 122.4000015
55.766, 122.4000015
55.875, 122.4000015
55.984, 122.4000015
56.094, 122.4000015
56.203, 122.4000015
56.312, 122.4000015
56.418, 122.4000015
56.527, 122.4000015
56.634, 122.4000015
56.743, 122.2999954
56.85, 122.4000015
56.954, 122.2999954
57.063, 122.1999969
57.17, 122.0999985
57.279, 122
57.389, 121.9000015
57.498, 121.9000015
57.607, 121.9000015
57.717, 121.7999954
57.826, 121.7999954
57.935, 121.6999969
58.044, 121.6999969
58.154, 121.5999985
58.264, 121.5
58.37, 121.4000015
58.474, 121.2999954
58.581, 121.0999985
58.69, 120.9000015
58.797, 120.6999969
58.903, 120.5
59.012, 120.1999969
59.122, 120.0999985
59.232, 120.0999985
59.341, 120.7999954
59.45, 120.9000015
59.559, 121.1999969
59.669, 121.4000015
59.778, 121.5
59.887, 121.5999985
59.994, 121.6999969
60.104, 121.9000015
60.213, 122.1999969
60.317, 122.4000015
60.424, 122.4000015
60.53, 122.4000015
60.642, 122.1999969
60.748, 121.5
60.858, 120.9000015
60.965, 120.6999969
61.069, 120.2999954
61.175, 120.5999985
61.282, 121.6999969
61.392, 122.1999969
61.499, 122.2999954
61.608, 122.4000015
61.715, 122.2999954
61.824, 121.6999969
61.933, 121.0999985
62.043, 120.7999954
62.146, 120.5999985
62.256, 120.5
62.365, 121.0999985
62.472, 122
62.581, 122.1999969
62.687, 122.2999954
62.797, 122.2999954
62.904, 122.0999985
63.013, 121
63.12, 120.0999985
63.229, 119.5999985
63.338, 119.2999954
63.448, 119.1999969
63.552, 120.2999954
63.658, 121.5999985
63.765, 122.0999985
63.871, 122.1999969
63.981, 122.2999954
64.087, 122.2999954
64.196, 121.4000015
64.303, 119.6999969
64.409, 119.1999969
64.519, 119
64.626, 118.7999954
64.732, 120.5
64.839, 121.6999969
64.945, 122.0999985
65.055, 122.1999969
65.164, 122.1999969
65.27, 122.1999969
65.375, 121.1999969
65.487, 119.6999969
65.596, 119.2999954
65.703, 119.0999985
65.815, 119.2999954
65.924, 121.0999985
66.034, 121.9000015
66.14, 122.0999985
66.244, 122.1999969
66.353, 122.1999969
66.457, 122.1999969
66.564, 122.1999969
66.673, 122.2999954
66.78, 122.1999969
66.886, 122
66.993, 122
67.103, 121.5
67.209, 122
67.316, 122.1999969
67.425, 122.2999954
67.534, 122.2999954
67.64, 122.2999954
67.75, 122.2999954
67.854, 122.2999954
67.96, 122.2999954
68.067, 122
68.173, 121.4000015
68.283, 121.2999954
68.393, 121.2999954
68.499, 121.0999985
68.608, 120.5
68.718, 119.9000015
68.826, 119.5
68.933, 119.1999969
69.037, 119
69.146, 118.9000015
69.258, 118.7999954
69.368, 118.6999969
69.477, 118.5999985
69.586, 118.5
69.693, 118.5
69.799, 118.2999954
69.909, 118.1999969
70.019, 118.0999985
70.128, 118.0999985
70.237, 118
70.347, 117.7999954
70.456, 117.1999969
70.563, 116.5999985
70.672, 116.2999954
70.779, 116.1999969
70.888, 116.0999985
70.997, 116.0999985
71.106, 116
71.216, 116.4000015
71.325, 117
71.432, 117.5
71.539, 118.0999985
71.649, 118.5999985
71.758, 119.0999985
71.869, 119.7999954
71.979, 120.0999985
72.085, 120.4000015
72.195, 120.5999985
72.304, 120.7999954
72.413, 120.9000015
72.522, 121
72.632, 121.0999985
72.743, 121.1999969
72.853, 121.1999969
72.962, 121.2999954
73.074, 121.2999954
73.18, 121.1999969
73.271, 121.2999954
73.377, 121.1999969
73.484, 121.2999954
73.593, 121.2999954
73.702, 121.2999954
73.812, 121.1999969
73.918, 121.1999969
74.022, 121.1999969
74.131, 121.1999969
74.241, 121.1999969
74.347, 121.1999969
74.454, 121.1999969
74.564, 121.2999954
74.675, 121.1999969
74.786, 121.1999969
74.895, 121.1999969
75.004, 121.2999954
75.113, 121.1999969
75.223, 121.2999954
75.329, 121.2999954
75.441, 121.1999969
75.545, 121.2999954
75.651, 121.1999969
75.758, 121.1999969
75.868, 121.2999954
75.977, 121.2999954
76.081, 121.2999954
76.188, 121.2999954
76.3, 121.2999954
76.407, 121.2999954
76.518, 121.1999969
76.625, 121.1999969
76.737, 121.2999954
76.846, 121.2999954
76.95, 121.4000015
77.056, 121.4000015
77.166, 121.2999954
77.278, 121.4000015
77.384, 121.2999954
77.489, 121.2999954
77.595, 121.2999954
77.701, 121.2999954
77.792, 121.4000015
77.898, 121.2999954
78.008, 121.2999954
78.114, 121.4000015
78.223, 121.2999954
78.33, 121.4000015
78.44, 121.2999954
78.546, 121.2999954
78.652, 121.2999954
78.745, 121.2999954
78.857, 121.2999954
78.964, 121.2999954
79.07, 121.2999954
79.18, 121.2999954
79.286, 121.2999954
79.39, 121.2999954
79.499, 121.1999969
79.611, 121.2999954
79.72, 121.2999954
79.827, 121.4000015
79.936, 121.4000015
80.048, 121.4000015
80.157, 121.4000015
80.267, 121.4000015
80.376, 121.5
80.485, 121.5
80.595, 121.5
80.698, 121.4000015
80.808, 121.4000015
80.915, 121.4000015
81.021, 121.2999954
81.127, 121.2999954
81.234, 121.2999954
81.344, 121.2999954
81.453, 121.1999969
81.562, 121.2999954
81.669, 121.2999954
81.778, 121.2999954
81.869, 121.2999954
81.978, 121.4000015
82.085, 121.4000015
82.194, 121.5999985
82.301, 122
82.407, 122.0999985
82.513, 122.0999985
82.62, 122.0999985
82.727, 122.0999985
82.836, 122.0999985
82.943, 122.0999985
83.055, 122.0999985
83.162, 122.0999985
83.273, 122.0999985
83.383, 122.0999985
83.492, 122.1999969
83.598, 122.0999985
83.708, 122.0999985
83.82, 122.1999969
83.929, 122.0999985
84.038, 122.1999969
84.15, 122.1999969
84.257, 122.0999985
84.363, 122.1999969
84.467, 122.1999969
84.576, 122.0999985
84.684, 121.1999969
84.793, 120.2999954
84.904, 119.5999985
84.995, 119.0999985
85.101, 118.5
85.192, 118.0999985
85.298, 118
85.41, 118
85.517, 118.0999985
85.629, 118.6999969
85.735, 119
85.842, 119.1999969
85.951, 119.1999969
86.06, 119.2999954
86.169, 119.5999985
86.276, 119.7999954
86.388, 120.0999985
86.5, 120.2999954
86.612, 120.4000015
86.719, 120.5
86.825, 120.6999969
86.932, 120.6999969
87.023, 120.7999954
87.129, 120.7999954
87.241, 120.6999969
87.347, 120.5999985
87.456, 120.5
87.563, 120.5
87.672, 120.5
87.779, 120.5
87.888, 120.5999985
87.981, 120.5999985
88.09, 120.5999985
88.2, 120.7999954
88.292, 120.9000015
88.402, 120.9000015
88.511, 121
88.623, 121
88.732, 121
88.842, 121.0999985
88.953, 121
89.061, 121
89.167, 121.0999985
89.274, 121.1999969
89.383, 121.0999985
89.493, 121.0999985
89.605, 121.0999985
89.712, 121.0999985
89.823, 121.0999985
89.933, 121.0999985
90.042, 121.0999985
90.154, 121.0999985
90.263, 121.1999969
90.369, 121.1999969
90.476, 121.1999969
90.58, 121.2999954
90.687, 121.2999954
90.791, 121.2999954
90.9, 121.4000015
91.006, 121.2999954
91.115, 121.4000015
91.225, 121.4000015
91.337, 121.4000015
91.449, 121.4000015
91.556, 121.4000015
91.662, 121.2999954
91.769, 121.4000015
91.878, 121.2999954
91.984, 121.2999954
92.094, 121.2999954
92.204, 121.4000015
92.313, 121.4000015
92.422, 121.2999954
92.529, 121.2999954
92.639, 121.2999954
92.75, 121.2999954
92.859, 121.2999954
92.969, 121.1999969
93.078, 121.2999954
93.184, 121.2999954
93.288, 121.2999954
93.398, 117.7999954
93.507, 115.3999939
93.614, 115.1999969
93.72, 117.1999969
93.832, 117.5999985
93.941, 116.5999985
94.048, 115.5999985
94.157, 114.7999954
94.266, 114.5
94.374, 114.2999954
94.483, 114.1999969
94.589, 114.0999985
94.693, 114
94.802, 113.7999954
94.916, 113.6999969
95.023, 113.5999985
95.133, 113.3999939
95.239, 113.3999939
95.348, 113.2999954
95.455, 113.1999969
95.564, 113.0999985
95.671, 113
95.783, 112.7999954
95.894, 112.6999969
96.004, 112.5999985
96.111, 112.5999985
96.221, 112.5
96.329, 112.5
96.436, 112.6999969
96.54, 116.7999954
96.646, 120
96.753, 120.6999969
96.867, 120.0999985
96.977, 119
97.089, 118.4000015
97.196, 117.6999969
97.302, 117.2999954
97.409, 117.5
97.518, 117.9000015
97.628, 118.2999954
97.736, 118.5999985
97.846, 118.7999954
97.952, 119
98.062, 118.5999985
98.172, 117.9000015
98.281, 117.1999969
98.39, 116.4000015
98.494, 115.5999985
98.601, 115.0999985
98.707, 114.8999939
98.814, 114.0999985
98.92, 113.5
99.027, 113.1999969
99.134, 112.8999939
99.243, 112.6999969
99.352, 112.5999985
99.459, 112.2999954
99.57, 112.0999985
99.68, 112
99.79, 111.8999939
99.899, 111.8999939
100.011, 111.7999954
100.118, 111.7999954
100.227, 111.6999969
100.336, 111.6999969
100.443, 112.1999969
100.555, 117.2999954
100.661, 119.9000015
100.768, 120.5999985
100.872, 120.9000015
100.979, 121
101.087, 121.0999985
101.194, 121.1999969
101.303, 121.1999969
101.41, 121.1999969
101.517, 121.2999954
101.623, 121.2999954
101.735, 121.2999954
101.842, 121.4000015
101.946, 121.4000015
102.054, 121.4000015
102.145, 121.4000015
102.251, 121.4000015
102.36, 121.4000015
102.467, 121.5
102.576, 121.5
102.683, 121.5
102.774, 121.5
102.88, 121.5
102.986, 121.5
103.077, 121.5
103.183, 121.5
103.29, 121.5
103.396, 121.5999985
103.503, 121.5999985
103.612, 121.5999985
103.716, 121.5999985
103.819, 121.5999985
103.929, 121.5999985
104.035, 121.5999985
104.126, 121.6999969
104.237, 121.6999969
104.344, 121.6999969
104.456, 121.6999969
104.568, 121.6999969
104.68, 121.6999969
104.789, 121.6999969
104.901, 121.6999969
105.01, 121.7999954
105.117, 121.6999969
105.226, 121.6999969
105.333, 121.6999969
105.44, 121.6999969
105.549, 121.7999954
105.658, 121.7999954
105.762, 121.7999954
105.869, 121.5999985
105.976, 121.0999985
106.082, 120.7999954
106.188, 120.6999969
106.298, 120.5
106.407, 120.1999969
106.517, 120.6999969
106.623, 121.0999985
106.727, 121.4000015
106.833, 121.6999969
106.943, 121.6999969
107.052, 121.7999954
107.162, 121.7999954
107.27, 121.7999954
107.381, 121.7999954
107.49, 121.4000015
107.599, 120.5999985
107.705, 120.1999969
107.815, 119.9000015
107.922, 119.5
108.031, 119.1999969
108.138, 119
108.242, 118.6999969
108.351, 118.4000015
108.444, 118.2999954
108.553, 118.0999985
108.66, 117.7999954
108.769, 117.0999985
108.88, 116.5999985
108.986, 116.0999985
109.098, 115.5999985
109.208, 115.5
109.317, 115.3999939
109.426, 115.0999985
109.535, 114.6999969
109.645, 114.5
109.751, 114.2999954
109.86, 114
109.968, 115
110.077, 118.6999969
110.183, 120.5
110.293, 121.0999985
110.399, 121.2999954
110.506, 121.2999954
110.618, 121.4000015
110.727, 121.4000015
110.836, 121.5
110.943, 121.5
111.049, 121.5
111.158, 121.5
111.268, 121.5
111.377, 121.5999985
111.481, 121.5999985
111.588, 121.5999985
111.697, 121.5999985
111.806, 121.5999985
111.918, 121.6999969
112.025, 121.6999969
112.134, 121.5999985
112.241, 121.6999969
112.35, 121.6999969
112.459, 121.6999969
112.569, 121.6999969
112.672, 121.6999969
112.779, 121.6999969
112.888, 121.7999954
112.979, 121.7999954
113.082, 121.7999954
113.191, 121.6999969
113.295, 121.6999969
113.404, 120.9000015
113.514, 120.1999969
113.623, 119.7999954
113.727, 119.2999954
113.836, 118.2999954
113.943, 117.5999985
114.044, 117.1999969
114.137, 116.7999954
114.241, 116.5
114.348, 116.2999954
114.457, 115.8999939
114.563, 115.3999939
114.673, 114.8999939
114.785, 114.6999969
114.896, 114.5
115.008, 114.3999939
115.118, 114.2999954
115.222, 114.1999969
115.334, 114.0999985
115.437, 114
115.547, 113.7999954
115.656, 113.7999954
115.765, 113.5999985
115.875, 113.3999939
115.979, 113.2999954
116.086, 113.2999954
116.198, 113.1999969
116.307, 113
116.413, 112.8999939
116.526, 112.7999954
116.632, 112.6999969
116.744, 112.5999985
116.851, 112.5
116.963, 112.3999939
117.075, 112.2999954
117.183, 112.1999969
117.274, 112.1999969
117.383, 112.0999985
117.493, 112.0999985
117.602, 112
117.709, 111.8999939
117.818, 111.8999939
117.909, 111.7999954
118.016, 111.7999954
118.125, 111.6999969
118.234, 111.5999985
118.341, 111.6999969
118.448, 111.5999985
118.554, 111.5
118.661, 111.3999939
118.772, 111.3999939
118.884, 111.2999954
118.996, 111.1999969
119.106, 111.2999954
119.212, 111.0999985
119.316, 111.1999969
119.425, 111
119.532, 111
119.641, 111
119.751, 110.8999939
119.858, 110.8999939
119.97, 110.7999954
120.079, 110.7999954
120.189, 110.7999954
120.295, 110.7999954
120.404, 110.7999954
120.511, 111.0999985
120.621, 111.6999969
120.727, 112.2999954
120.841, 112.5999985
120.951, 113.0999985
121.06, 113.1999969
121.169, 113.2999954
121.276, 113.2999954
121.383, 113.0999985
121.489, 112.5
121.596, 112
121.7, 111.2999954
121.806, 111.0999985
121.916, 111.0999985
122.025, 110.8999939
122.135, 111.3999939
122.243, 111.1999969
122.353, 111.1999969
122.462, 111.1999969
122.566, 111.1999969
122.675, 111.6999969
122.785, 111
122.891, 111.2999954
122.998, 111.3999939
123.11, 111.1999969
123.219, 111.1999969
123.329, 111.0999985
123.438, 111
123.541, 111.8999939
123.651, 111.2999954
123.762, 111.2999954
123.872, 111.1999969
123.978, 111.5999985
124.085, 111.2999954
124.194, 111.5999985
124.304, 111.2999954
124.41, 111.6999969
124.514, 111.3999939
124.623, 111.3999939
124.733, 111.3999939
124.842, 111.5
124.954, 111.5
125.06, 111.5999985
125.17, 111.5999985
125.273, 111.5999985
125.38, 111.6999969
125.489, 111.6999969
125.597, 111.6999969
125.708, 111.6999969
125.815, 111.7999954
125.921, 111.7999954
126.028, 111.8999939
126.14, 112
126.246, 112
126.353, 112.0999985
126.465, 112.1999969
126.577, 112.1999969
126.686, 112.3999939
126.793, 112.3999939
126.907, 112.5
127.017, 112.5
127.126, 112.5999985
127.233, 112.7999954
127.339, 112.6999969
127.449, 112.7999954
127.561, 112.8999939
127.67, 112.7999954
127.777, 112.8999939
127.884, 113
127.995, 112.8999939
128.105, 113
128.214, 113.0999985
128.32, 113.0999985
128.43, 113.2999954
128.54, 113.6999969
128.646, 115.0999985
128.756, 116.2999954
128.865, 116.7999954
128.974, 117
129.086, 117.1999969
129.195, 117.2999954
129.305, 117.5
129.414, 117.5
129.52, 117.5
129.627, 117.4000015
129.737, 117.2999954
129.844, 117.1999969
129.956, 117.1999969
130.065, 117.1999969
130.174, 117.0999985
130.283, 117.0999985
130.39, 117.1999969
130.499, 117.1999969
130.606, 116.9000015
130.716, 116.5999985
130.824, 116.1999969
130.934, 116.4000015
131.04, 116.4000015
131.152, 116.5
131.264, 116.2999954
131.373, 115.6999969
131.48, 115.0999985
131.589, 114.8999939
131.698, 114.6999969
131.805, 114.5
131.909, 114.5
132.019, 114.5
132.13, 114.7999954
132.24, 115.1999969
132.349, 115.5
132.458, 115.6999969
132.565, 115.5999985
132.677, 115.3999939
132.786, 115.2999954
132.893, 115.1999969
132.999, 116.1999969
133.106, 118.7999954
133.215, 119.5
133.325, 120.0999985
133.431, 120.0999985
133.541, 120.1999969
133.65, 120.2999954
133.757, 120.2999954
133.863, 120.4000015
133.973, 120.4000015
134.085, 120.4000015
134.194, 120.5
134.303, 120.4000015
134.412, 120.5
134.522, 120.5
134.634, 120.5999985
134.743, 120.5999985
134.858, 120.5999985
134.967, 120.5999985
135.076, 120.5999985
135.186, 120.6999969
135.295, 120.6999969
135.402, 120.6999969
135.508, 120.6999969
135.615, 120.6999969
135.727, 120.6999969
135.833, 120.7999954
135.945, 120.6999969
136.055, 120.7999954
136.163, 120.7999954
136.27, 120.7999954
136.383, 120.7999954
136.487, 120.7999954
136.595, 120.9000015
136.686, 120.7999954
136.795, 120.9000015
136.901, 120.9000015
136.992, 120.9000015
137.101, 120.9000015
137.213, 120.9000015
137.319, 120.9000015
137.429, 121
137.536, 121
137.64, 121
137.749, 120.9000015
137.858, 121
137.97, 121
138.077, 121
138.186, 121
138.292, 121
138.396, 120.7999954
138.506, 120.4000015
138.607, 120.0999985
138.714, 119.7999954
138.825, 119.5999985
138.932, 119.4000015
139.041, 119.0999985
139.148, 118.5999985
139.257, 118
139.363, 117.4000015
139.473, 116.5999985
139.582, 116
139.694, 115.3999939
139.8, 115.1999969
139.907, 115.0999985
140.014, 115.1999969
140.126, 115.1999969
140.235, 115.0999985
140.344, 115
140.453, 115
140.56, 114.8999939
140.663, 114.7999954
140.773, 114.6999969
140.882, 114.3999939
140.984, 114.0999985
141.09, 114
141.202, 114
141.311, 113.7999954
141.418, 113.6999969
141.524, 113.5999985
141.634, 113.5
141.743, 113.3999939
141.852, 113.1999969
141.959, 113.0999985
142.062, 112.7999954
142.172, 112
142.278, 111.5999985
142.388, 111.5
142.497, 111.3999939
142.601, 111.3999939
142.71, 111.2999954
142.82, 111.2999954
142.926, 111.2999954
143.035, 111.0999985
143.143, 111.0999985
143.249, 111
