time,externalVoltage
0.539, 11.92800045
1.54, 11.92800045
2.54, 11.92800045
3.541, 11.92800045
4.543, 11.92800045
5.543, 11.92800045
6.543, 11.92000103
7.543, 11.92000103
8.543, 11.92800045
9.543, 11.92800045
10.543, 11.92800045
11.543, 11.92800045
12.543, 11.92800045
13.543, 11.92800045
14.543, 11.92800045
15.543, 11.92800045
16.543, 11.92800045
17.543, 11.92800045
18.545, 11.92800045
19.546, 11.92800045
20.546, 11.92800045
21.545, 11.92800045
22.545, 11.92800045
23.545, 11.92800045
24.545, 11.92800045
25.545, 11.92800045
26.545, 11.92800045
27.545, 11.92800045
28.545, 11.92800045
29.545, 11.92800045
30.545, 11.92800045
31.545, 11.92800045
32.545, 11.92800045
33.545, 11.92800045
34.545, 11.92800045
35.545, 11.92800045
36.545, 11.92800045
37.545, 11.92800045
38.547, 11.92800045
39.545, 11.92800045
40.545, 11.92800045
41.545, 11.92800045
42.545, 11.92800045
43.545, 11.92800045
44.545, 11.92800045
45.545, 11.92800045
46.545, 11.92800045
47.545, 11.92800045
48.545, 11.92800045
49.545, 11.92800045
50.545, 11.92000103
51.545, 11.92800045
52.547, 11.92800045
53.547, 11.92800045
54.547, 11.92800045
55.547, 11.92000103
56.547, 11.92800045
57.549, 11.92800045
58.553, 11.92800045
59.549, 11.92800045
60.549, 11.93600082
61.549, 11.94400024
62.549, 11.94400024
63.549, 11.94400024
64.549, 11.94400024
65.549, 11.94400024
66.549, 11.94400024
67.549, 11.94400024
68.549, 11.94400024
69.549, 11.94400024
70.549, 11.94400024
71.549, 11.94400024
72.549, 11.94400024
73.549, 11.94400024
74.549, 11.94400024
75.549, 11.94400024
76.549, 11.94400024
77.549, 11.94400024
78.549, 11.94400024
79.549, 11.94400024
80.549, 11.94400024
81.549, 11.94400024
82.549, 11.94400024
83.549, 11.94400024
84.549, 11.94400024
85.549, 11.94400024
86.549, 11.94400024
87.549, 11.94400024
88.549, 11.94400024
89.549, 11.94400024
90.549, 11.94400024
91.549, 11.94400024
92.549, 11.94400024
93.549, 11.94400024
94.549, 11.94400024
95.549, 11.94400024
96.549, 11.94400024
97.549, 11.94400024
98.549, 11.94400024
99.549, 11.94400024
100.549, 11.94400024
101.549, 11.94400024
102.549, 11.94400024
103.549, 11.94400024
104.549, 11.94400024
105.549, 11.94400024
106.549, 11.94400024
107.549, 11.94400024
108.549, 11.94400024
109.549, 11.94400024
110.549, 11.94400024
111.549, 11.94400024
112.549, 11.94400024
113.549, 11.94400024
114.549, 11.94400024
115.549, 11.94400024
116.549, 11.94400024
117.549, 11.94400024
118.549, 11.94400024
119.549, 11.94400024
120.549, 11.94400024
121.549, 11.94400024
122.549, 11.94400024
123.549, 11.94400024
124.549, 11.94400024
125.549, 11.94400024
126.549, 11.94400024
127.549, 11.94400024
128.549, 11.94400024
129.549, 11.94400024
130.549, 11.94400024
131.549, 11.94400024
132.549, 11.94400024
133.549, 11.94400024
134.549, 11.94400024
135.549, 11.94400024
136.549, 11.94400024
137.549, 11.94400024
138.549, 11.94400024
139.549, 11.94400024
140.549, 11.94400024
141.549, 11.94400024
142.549, 11.94400024
143.549, 11.94400024
144.549, 11.94400024
145.549, 11.94400024
146.549, 11.94400024
147.549, 11.94400024
148.549, 11.94400024
149.549, 11.94400024
150.549, 11.94400024
151.549, 11.94400024
152.549, 11.94400024
153.549, 11.94400024
154.549, 11.94400024
155.549, 11.94400024
156.549, 11.94400024
157.549, 11.94400024
158.549, 11.94400024
159.549, 11.94400024
160.549, 11.94400024
161.549, 11.94400024
162.549, 11.94400024
163.549, 11.94400024
164.549, 11.94400024
165.549, 11.94400024
166.549, 11.94400024
167.549, 11.94400024
168.549, 11.94400024
169.549, 11.94400024
170.549, 11.94400024
171.549, 11.94400024
172.549, 11.94400024
173.549, 11.94400024
174.549, 11.94400024
175.549, 11.94400024
176.549, 11.94400024
177.549, 11.94400024
178.549, 11.94400024
179.549, 11.94400024
180.549, 11.94400024
181.549, 11.94400024
182.549, 11.94400024
183.549, 11.94400024
184.549, 11.94400024
185.549, 11.94400024
186.549, 11.94400024
187.549, 11.94400024
188.549, 11.94400024
189.549, 11.94400024
190.549, 11.94400024
191.549, 11.94400024
192.549, 11.94400024
193.549, 11.94400024
194.549, 11.94400024
195.549, 11.94400024
196.549, 11.94400024
197.549, 11.94400024
198.549, 11.94400024
199.549, 11.94400024
200.549, 11.94400024
201.549, 11.94400024
202.549, 11.94400024
203.549, 11.94400024
204.549, 11.93600082
205.549, 11.94400024
206.549, 11.94400024
207.549, 11.94400024
208.549, 11.94400024
209.549, 11.94400024
210.549, 11.94400024
211.549, 11.94400024
212.549, 11.94400024
213.549, 11.93600082
214.549, 11.93600082
215.549, 11.93600082
216.549, 11.93600082
217.549, 11.93600082
218.549, 11.94400024
219.549, 11.94400024
220.549, 11.93600082
221.549, 11.93600082
222.549, 11.93600082
223.549, 11.93600082
224.549, 11.93600082
225.549, 11.93600082
226.549, 11.94400024
227.549, 11.93600082
228.549, 11.94400024
229.549, 11.94400024
230.549, 11.94400024
231.549, 11.93600082
232.549, 11.94400024
233.549, 11.94400024
234.549, 11.94400024
235.549, 11.93600082
236.549, 11.93600082
237.549, 11.94400024
238.549, 11.93600082
239.549, 11.93600082
240.549, 11.93600082
241.549, 11.93600082
242.549, 11.93600082
243.549, 11.93600082
244.549, 11.93600082
245.549, 11.93600082
246.549, 11.93600082
247.549, 11.93600082
248.549, 11.93600082
249.549, 11.93600082
250.549, 11.93600082
251.549, 11.93600082
252.549, 11.93600082
253.549, 11.93600082
254.549, 11.93600082
255.549, 11.93600082
256.549, 11.93600082
257.549, 11.93600082
258.549, 11.93600082
259.549, 11.93600082
260.549, 11.93600082
261.549, 11.93600082
262.549, 11.93600082
263.549, 11.93600082
264.549, 11.93600082
265.549, 11.93600082
266.549, 11.93600082
267.549, 11.93600082
268.549, 11.93600082
269.549, 11.93600082
270.549, 11.93600082
271.549, 11.93600082
272.549, 11.93600082
273.549, 11.93600082
274.549, 11.93600082
275.549, 11.93600082
276.549, 11.93600082
277.549, 11.93600082
278.549, 11.93600082
279.549, 11.93600082
280.549, 11.93600082
281.549, 11.93600082
282.549, 11.93600082
283.549, 11.93600082
284.549, 11.93600082
285.549, 11.93600082
286.549, 11.93600082
287.549, 11.93600082
288.549, 11.93600082
289.549, 11.93600082
290.549, 11.93600082
291.549, 11.93600082
292.549, 11.93600082
293.549, 11.93600082
294.549, 11.93600082
295.549, 11.93600082
296.549, 11.93600082
297.549, 11.93600082
298.549, 11.93600082
299.549, 11.93600082
300.549, 11.93600082
301.549, 11.93600082
302.549, 11.93600082
303.549, 11.93600082
304.549, 11.93600082
305.549, 11.93600082
306.549, 11.93600082
307.549, 11.93600082
308.549, 11.93600082
309.549, 11.93600082
310.549, 11.93600082
311.549, 11.93600082
312.549, 11.93600082
313.549, 11.93600082
314.549, 11.93600082
315.549, 11.93600082
316.549, 11.93600082
317.549, 11.93600082
318.549, 11.93600082
319.549, 11.93600082
320.549, 11.93600082
321.549, 11.93600082
322.549, 11.93600082
323.549, 11.93600082
324.549, 11.93600082
325.549, 11.93600082
326.549, 11.93600082
327.549, 11.93600082
328.549, 11.93600082
329.549, 11.93600082
330.549, 11.93600082
331.549, 11.93600082
332.549, 11.93600082
333.549, 11.93600082
334.549, 11.93600082
335.549, 11.93600082
336.549, 11.93600082
337.549, 11.93600082
338.549, 11.93600082
339.549, 11.92800045
340.549, 11.92800045
341.549, 11.92800045
342.549, 11.92800045
343.549, 11.92800045
344.549, 11.92800045
345.549, 11.92800045
346.549, 11.93600082
347.549, 11.93600082
348.549, 11.93600082
349.549, 11.93600082
350.549, 11.93600082
351.549, 11.93600082
352.549, 11.93600082
353.549, 11.93600082
354.549, 11.92800045
355.549, 11.92800045
356.549, 11.92800045
357.549, 11.92800045
358.549, 11.92800045
359.549, 11.92800045
360.549, 11.92800045
361.549, 11.92800045
362.549, 11.92800045
363.549, 11.92000103
364.549, 11.92000103
365.549, 11.92000103
366.549, 11.92000103
367.549, 11.92000103
368.549, 11.92000103
369.549, 11.92000103
370.549, 11.92000103
371.549, 11.92000103
372.549, 11.92000103
373.549, 11.92000103
374.549, 11.92000103
375.549, 11.92000103
376.549, 11.92000103
377.549, 11.92000103
378.549, 11.92000103
379.549, 11.92000103
380.549, 11.92000103
381.549, 11.92000103
382.549, 11.92000103
383.549, 11.92000103
384.549, 11.92000103
385.549, 11.92000103
386.549, 11.92000103
387.549, 11.92000103
388.549, 11.92000103
389.549, 11.92000103
390.549, 11.92000103
391.549, 11.92000103
392.549, 11.92000103
393.549, 11.92000103
394.549, 11.92000103
395.549, 11.92000103
396.549, 11.92000103
397.549, 11.92000103
398.549, 11.92000103
399.549, 11.92000103
400.549, 11.92000103
401.549, 11.92000103
402.549, 11.92000103
403.549, 11.92000103
404.549, 11.92000103
405.549, 11.92000103
406.549, 11.92000103
407.549, 11.92000103
408.549, 11.92000103
409.549, 11.92000103
410.549, 11.92000103
411.549, 11.92000103
412.549, 11.92000103
413.549, 11.92000103
414.549, 11.92000103
415.549, 11.92000103
416.549, 11.92000103
417.549, 11.92000103
418.549, 11.92000103
419.549, 11.92000103
420.549, 11.92000103
421.549, 11.92000103
422.549, 11.92000103
423.549, 11.92000103
424.549, 11.92000103
425.549, 11.92000103
426.549, 11.92800045
427.549, 11.92800045
428.549, 11.92800045
429.549, 11.92800045
430.549, 11.92800045
431.549, 11.92800045
432.549, 11.92800045
433.549, 11.92800045
434.549, 11.92800045
435.549, 11.92800045
436.549, 11.92800045
437.549, 11.92800045
438.549, 11.92800045
439.549, 11.92800045
440.549, 11.92800045
441.549, 11.92800045
442.549, 11.92800045
443.549, 11.92800045
444.549, 11.92800045
445.549, 11.92800045
446.549, 11.92800045
447.549, 11.92800045
448.549, 11.92000103
449.549, 11.92000103
450.549, 11.92000103
451.549, 11.92000103
452.549, 11.92000103
453.549, 11.92000103
454.549, 11.92000103
455.549, 11.92000103
456.549, 11.92000103
457.549, 11.92000103
458.549, 11.92000103
459.549, 11.92000103
460.549, 11.92000103
461.549, 11.92000103
462.549, 11.92000103
463.549, 11.92000103
464.549, 11.92000103
465.549, 11.92000103
466.549, 11.92000103
467.549, 11.92000103
468.549, 11.92000103
469.549, 11.92000103
470.549, 11.92000103
471.549, 11.92000103
472.549, 11.92000103
473.549, 11.92000103
474.549, 11.92000103
475.549, 11.92000103
476.549, 11.92000103
477.549, 11.92000103
478.549, 11.92000103
479.549, 11.92000103
480.549, 11.92000103
481.549, 11.92000103
482.549, 11.92000103
483.549, 11.92000103
484.549, 11.92000103
485.549, 11.92000103
486.549, 11.92000103
487.549, 11.92000103
488.549, 11.92000103
489.549, 11.92000103
490.549, 11.92000103
491.549, 11.92000103
492.549, 11.92000103
493.549, 11.92000103
