time,externalVoltage
494.549, 11.92000103
495.549, 11.92000103
496.549, 11.92000103
497.549, 11.92000103
498.549, 11.92000103
499.549, 11.92000103
500.549, 11.92000103
501.549, 11.92000103
502.549, 11.92000103
503.549, 11.92000103
504.549, 11.92000103
505.549, 11.92000103
506.549, 11.92000103
507.549, 11.92000103
508.549, 11.92000103
509.549, 11.92000103
510.549, 11.92000103
511.549, 11.92000103
512.549, 11.92000103
513.549, 11.92000103
514.549, 11.92000103
515.549, 11.92000103
516.549, 11.92000103
517.549, 11.92000103
518.549, 11.92000103
519.549, 11.92000103
520.549, 11.92000103
521.549, 11.92000103
522.549, 11.92000103
523.549, 11.92000103
524.549, 11.92000103
525.549, 11.92000103
526.549, 11.92000103
527.549, 11.92000103
528.549, 11.92000103
529.549, 11.92000103
530.549, 11.92000103
531.549, 11.92000103
532.549, 11.92000103
533.549, 11.92000103
534.549, 11.92000103
535.549, 11.92000103
536.549, 11.92000103
537.549, 11.92000103
538.549, 11.92000103
539.549, 11.92000103
540.549, 11.92000103
541.549, 11.92000103
542.549, 11.92000103
543.549, 11.92000103
544.549, 11.92000103
545.549, 11.92800045
546.549, 11.92800045
547.549, 11.92800045
548.549, 11.92800045
549.549, 11.92800045
550.549, 11.92800045
551.549, 11.92800045
552.549, 11.92800045
553.549, 11.92800045
554.549, 11.92000103
555.549, 11.92000103
556.549, 11.92000103
557.549, 11.92000103
558.549, 11.92000103
559.549, 11.92000103
560.549, 11.92000103
561.549, 11.92000103
562.549, 11.92000103
563.549, 11.92000103
564.549, 11.92000103
565.549, 11.92000103
566.549, 11.92000103
567.549, 11.92000103
568.549, 11.92000103
569.549, 11.92000103
570.549, 11.92000103
571.549, 11.92000103
572.549, 11.92000103
573.549, 11.92000103
574.549, 11.92000103
575.549, 11.92000103
576.549, 11.92000103
577.549, 11.92000103
578.549, 11.92000103
579.549, 11.92000103
580.549, 11.92000103
581.549, 11.92000103
582.549, 11.92000103
583.549, 11.92000103
584.549, 11.92000103
585.549, 11.92000103
586.549, 11.92000103
587.549, 11.92000103
588.549, 11.92000103
589.549, 11.92000103
590.549, 11.92000103
591.549, 11.92000103
592.549, 11.92000103
593.549, 11.92000103
594.549, 11.92000103
595.549, 11.92000103
596.549, 11.92000103
597.549, 11.92000103
598.549, 11.92000103
599.549, 11.92000103
600.549, 11.92000103
601.549, 11.92000103
602.549, 11.92000103
603.549, 11.92000103
604.549, 11.92000103
605.549, 11.92000103
606.549, 11.92000103
607.549, 11.92000103
608.549, 11.92000103
609.549, 11.92000103
610.549, 11.92000103
611.549, 11.92000103
612.549, 11.92000103
613.549, 11.92000103
614.549, 11.92000103
615.549, 11.92000103
616.549, 11.92000103
617.549, 11.92000103
618.549, 11.92000103
619.549, 11.92000103
620.549, 11.92000103
621.549, 11.92000103
622.549, 11.92000103
623.549, 11.92000103
624.549, 11.92000103
625.549, 11.92000103
626.549, 11.92000103
627.549, 11.92000103
628.549, 11.92000103
629.549, 11.92000103
630.549, 11.92000103
631.549, 11.92000103
632.549, 11.92000103
633.549, 11.92000103
634.549, 11.92000103
635.549, 11.92000103
636.549, 11.92000103
637.549, 11.92000103
638.549, 11.92000103
639.549, 11.92000103
640.549, 11.92000103
641.549, 11.92000103
642.549, 11.92000103
643.549, 11.92000103
644.549, 11.92000103
645.549, 11.92000103
646.549, 11.92000103
647.549, 11.92000103
648.549, 11.92000103
649.549, 11.92000103
650.549, 11.92000103
651.549, 11.92000103
652.549, 11.92000103
653.549, 11.92000103
654.549, 11.92000103
655.549, 11.92000103
656.549, 11.92000103
657.549, 11.92000103
658.549, 11.92000103
659.549, 11.92000103
660.549, 11.92000103
661.549, 11.92000103
662.549, 11.92000103
663.549, 11.92000103
664.549, 11.92000103
665.549, 11.92000103
666.549, 11.92000103
667.549, 11.92000103
668.549, 11.92000103
669.549, 11.92000103
670.549, 11.92000103
671.549, 11.92000103
672.549, 11.92000103
673.549, 11.92000103
674.549, 11.92000103
675.549, 11.92000103
676.549, 11.92000103
677.549, 11.92000103
678.549, 11.92000103
679.549, 11.92000103
680.549, 11.92000103
681.549, 11.92000103
682.549, 11.92000103
683.549, 11.92000103
684.549, 11.92000103
685.549, 11.92000103
686.549, 11.92000103
687.549, 11.92000103
688.549, 11.92000103
689.549, 11.92000103
690.549, 11.92000103
691.549, 11.92000103
692.549, 11.92000103
693.549, 11.92000103
694.549, 11.92000103
695.549, 11.92000103
696.549, 11.92000103
697.549, 11.92000103
698.549, 11.93600082
700.363, 11.93600082
701.363, 11.92000103
702.363, 11.91200066
703.363, 11.91200066
704.363, 11.91200066
705.363, 11.91200066
706.363, 11.91200066
707.363, 11.91200066
708.363, 11.91200066
709.363, 11.91200066
710.363, 11.91200066
711.363, 11.91200066
712.363, 11.91200066
713.363, 11.91200066
714.363, 11.91200066
715.363, 11.91200066
716.363, 11.91200066
717.363, 11.91200066
718.363, 11.91200066
719.363, 11.91200066
720.363, 11.91200066
721.363, 11.91200066
722.363, 11.91200066
723.363, 11.91200066
724.363, 11.91200066
725.363, 11.91200066
726.363, 11.91200066
727.363, 11.91200066
728.363, 11.91200066
729.363, 11.91200066
730.363, 11.91200066
731.364, 11.91200066
732.363, 11.91200066
733.363, 11.91200066
734.363, 11.91200066
735.363, 11.91200066
736.363, 11.91200066
737.363, 11.91200066
738.363, 11.91200066
739.363, 11.91200066
740.363, 11.91200066
741.363, 11.91200066
742.363, 11.91200066
743.363, 11.91200066
744.363, 11.91200066
745.363, 11.91200066
746.363, 11.91200066
747.363, 11.91200066
748.363, 11.91200066
749.363, 11.91200066
750.363, 11.91200066
751.363, 11.91200066
752.363, 11.91200066
753.363, 11.91200066
754.363, 11.91200066
755.363, 11.91200066
756.363, 11.91200066
757.363, 11.91200066
758.363, 11.91200066
759.367, 11.91200066
760.367, 11.91200066
761.367, 11.91200066
